,CourseID,CourseName,Credits,Prerequisites,CoRequisites,Description,Availability,Repeatability,CourseFees
102,ANG 5472, Globalization and Development,3,N/A,N/A," This course examines globalization — the increased movement of people, ideas, and things -- from a cross-cultural perspective. It provides students with a detailed analysis of specific people’s experiences with increased mobility, connectivity, and displacement. Development (defined here as discourses and practices pertaining to “progress,"" ""economic growth"" and “quality of life”) is presented here as one major articulation of globalization. While development may often introduce greater socio-economic inequalities, students will be introduced to critical perspectives and constructive frameworks to conceptualize more equitable, participatory and sustainable forms of development. Case studies will be key to the evaluation and comparison of competing theoretical paradigms.",N/A,N/A,N/A
103,ANT 2000, (CD) Introduction to Anthropology,3,N/A,N/A,"An introduction to the critical issues in anthropology. The major subfields of archaeology, physical anthropology, linguistics, and cultural anthropology are examined for an understanding of contemporary and past cultural issues such as the rise of civilization, origins of language, and the roots of social inequality.",N/A,N/A,N/A
104,ANT 2140, Great Discoveries in World Archaeology,3,N/A,N/A,"Great Discoveries in World Archaeology is a survey of some of the most impactful discoveries in archaeology covering the entire span of human history across the globe. We will explore fascinating ancient tombs, hidden temples, and archaeological mysteries to better understand the diversity of people who made them. We will cover the history of the discipline as a field of anthropology and archaeological studies of pivotal changes in human history, including the origins of agriculture, writing, religion, and urbanization. We will survey how archaeologists reveal evidence of past people and will counter some fantastical and false interpretations generated by racist writings and the media. Emphasis will be placed on the critical evaluation of pseudoscientific claims and understanding the achievements of ancient peoples. Students will gain knowledge of basic approaches to study the human past and why they are important for the present and future.",N/A,N/A,N/A
105,ANT 2423, (CD) Kinship and the Family,3,N/A,N/A,"This course introduces students to the study of kinship and gender in an anthropological perspective. Topics covered include, but are not restricted to, gender distinctions, body images, descent, inheritance, courtship, love, marriage, family forms, kin networks, and new reproductive technologies. Students will be presented with detailed case studies both within and outside the Euro-American tradition.",N/A,N/A,N/A
106,ANT 2930, Special Topics in Anthropology,3,N/A,N/A,Examination of topics of current importance in anthropology. Topics may vary. May be repeated for 6 credits.,N/A,N/A,N/A
107,ANT 3101, Fundamentals of Archaeology,3,N/A,N/A,"Archaeology is one of the four fundamental sub-fields of Anthropology in the United States. This course covers the fundamental analytical methods that have been and are currently employed by archaeologists to reconstruct past life ways, cultures, and societies. In particular, this course will explore the material culture studies and other evidence used by archaeologists. Topics of inquiry include excavation procedures, sites survey, dating techniques, site formation processes, paleo-environmental reconstruction, artifact analysis, and key laboratory techniques. Additionally, the course will cover the history of archaeological legislation and regulations that apply to public archaeology, ethical principles of archaeological practice, and the basics of curation and museumology. Finally throughout the semester, we will explore the importance and relevance of archaeology to the modern world.",N/A,N/A,N/A
108,ANT 3212, (CD)(FC) Peoples and Cultures of the World,3,N/A,N/A,"This course uses a comparative approach to investigative common bonds of culture and the ways in which Homo sapiens elaborate cultural differences. This course uses cross-cultural evidence to investigate some of the fundamental cultural building blocks of kinship, subsistence technology, and political behavior.",N/A,N/A,N/A
109,ANT 3243, (FC) Comparative Muslim Cultures,3,N/A,N/A,"This course concerns popular or local ""Islams"" throughout the world. This course will take an anthropological perspective and will use Muslim examples to explore the theoretical and methodological issues involved in the study of religion. We will also employ a variety of approaches to the study of religion to help the student understand a variety of social and cultural phenomena including religious education, the construction of gender identities, revitalization movements, fundamentalism, and religion and politics. The anthropological approach to Islam is clearly distinct from a theological or philological one. In other words, we will concentrate more on the culture and practice of contemporary Muslims than on Islam's sacred texts. We are particularly interested in the cross-currents that are found in otherwise diverse societies.",N/A,N/A,N/A
110,ANT 3311, FC - Indians of the Southeastern U. S.,3,N/A,N/A,This course investigates the indigenous populations of the Southeastern United States. Material covered ranges from the prehistoric record to European Contact to the historic transformation and/or destruction of these groups. This class covers a broad range of topics and native groups.,N/A,N/A,N/A
111,ANT 3312, (CD)(FC) North American Indians,3,N/A,N/A,"This course examines selected Indian groups from a holistic perspective and compares different cultural complexes. Particular attention will be given to religion, world view, kinship, politics and economic subsistence patterns. A study of aboriginal Indian cultures will be used as a basis for comparison with current American cultures.",N/A,N/A,N/A
